source_id,relation,target_id
runtime:dtk22101,SUPPORTS_API,API:Alg_t
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_ATOMICS_ALLOWED
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_ATOMICS_NOT_ALLOWED
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_DEFAULT_MATH
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_DIAG_NON_UNIT
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_DIAG_UNIT
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_FILL_MODE_FULL
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_FILL_MODE_LOWER
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_FILL_MODE_UPPER
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_GEMM_ALGO0
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_GEMM_ALGO0_TENSOR_OP
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_GEMM_ALGO1
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_GEMM_ALGO10
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_GEMM_ALGO10_TENSOR_OP
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_GEMM_ALGO11
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_GEMM_ALGO12
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_GEMM_ALGO12_TENSOR_OP
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_GEMM_ALGO13
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_GEMM_ALGO13_TENSOR_OP
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_GEMM_ALGO14
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_GEMM_ALGO14_TENSOR_OP
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_GEMM_ALGO15
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_GEMM_ALGO15_TENSOR_OP
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_GEMM_ALGO16
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_GEMM_ALGO17
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_GEMM_ALGO18
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_GEMM_ALGO19
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_GEMM_ALGO1_TENSOR_OP
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_GEMM_ALGO2
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_GEMM_ALGO20
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_GEMM_ALGO21
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_GEMM_ALGO22
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_GEMM_ALGO23
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_GEMM_ALGO2_TENSOR_OP
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_GEMM_ALGO3
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_GEMM_ALGO3_TENSOR_OP
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_GEMM_ALGO4
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_GEMM_ALGO4_TENSOR_OP
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_GEMM_ALGO5
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_GEMM_ALGO5_TENSOR_OP
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_GEMM_ALGO6
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_GEMM_ALGO6_TENSOR_OP
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_GEMM_ALGO7
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_GEMM_ALGO7_TENSOR_OP
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_GEMM_ALGO8_TENSOR_OP
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_GEMM_ALGO9
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_GEMM_ALGO9_TENSOR_OP
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_GEMM_DEFAULT
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_GEMM_DEFAULT_TENSOR_OP
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_GEMM_DFALT
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_GEMM_DFALT_TENSOR_OP
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_OP_C
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_OP_CONJG
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_OP_HERMITAN
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_OP_N
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_OP_T
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_POINTER_MODE_DEVICE
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_POINTER_MODE_HOST
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_SIDE_LEFT
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_SIDE_RIGHT
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_STATUS_ALLOC_FAILED
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_STATUS_ARCH_MISMATCH
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_STATUS_EXECUTION_FAILED
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_STATUS_INTERNAL_ERROR
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_STATUS_INVALID_VALUE
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_STATUS_LICENSE_ERROR
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_STATUS_MAPPING_ERROR
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_STATUS_NOT_INITIALIZED
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_STATUS_NOT_SUPPORTED
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_STATUS_SUCCESS
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_TENSOR_OP_MATH
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_VERSION
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_VER_BUILD
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_VER_MAJOR
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_VER_MINOR
runtime:dtk22101,SUPPORTS_API,API:CUBLAS_VER_PATCH
runtime:dtk22101,SUPPORTS_API,API:CUDA
runtime:dtk22101,SUPPORTS_API,API:CUDAversion
runtime:dtk22101,SUPPORTS_API,API:CUFFT_ALLOC_FAILED
runtime:dtk22101,SUPPORTS_API,API:CUFFT_C2C
runtime:dtk22101,SUPPORTS_API,API:CUFFT_C2R
runtime:dtk22101,SUPPORTS_API,API:CUFFT_CB_LD_COMPLEX
runtime:dtk22101,SUPPORTS_API,API:CUFFT_CB_LD_COMPLEX_DOUBLE
runtime:dtk22101,SUPPORTS_API,API:CUFFT_CB_LD_REAL
runtime:dtk22101,SUPPORTS_API,API:CUFFT_CB_LD_REAL_DOUBLE
