source_id,relation,target_id
API:cudaChooseDevice,MAPS_TO,API:hipChooseDevice
API:cudaConfigureCall,MAPS_TO,API:hipConfigureCall
API:cudaDeviceCanAccessPeer,MAPS_TO,API:hipDeviceCanAccessPeer
API:cudaDeviceDisablePeerAccess,MAPS_TO,API:hipDeviceDisablePeerAccess
API:cudaDeviceEnablePeerAccess,MAPS_TO,API:hipDeviceEnablePeerAccess
API:cudaDeviceGetAttribute,MAPS_TO,API:hipDeviceGetAttribute
API:cudaDeviceGetByPCIBusId,MAPS_TO,API:hipDeviceGetByPCIBusId
API:cudaDeviceGetCacheConfig,MAPS_TO,API:hipDeviceGetCacheConfig
API:cudaDeviceGetLimit,MAPS_TO,API:hipDeviceGetLimit
API:cudaDeviceGetPCIBusId,MAPS_TO,API:hipDeviceGetPCIBusId
API:cudaDeviceGetSharedMemConfig,MAPS_TO,API:hipDeviceGetSharedMemConfig
API:cudaDeviceGetStreamPriorityRange,MAPS_TO,API:hipDeviceGetStreamPriorityRange
API:cudaDeviceReset,MAPS_TO,API:hipDeviceReset
API:cudaDeviceSetCacheConfig,MAPS_TO,API:hipDeviceSetCacheConfig
API:cudaDeviceSetSharedMemConfig,MAPS_TO,API:hipDeviceSetSharedMemConfig
API:cudaDeviceSynchronize,MAPS_TO,API:hipDeviceSynchronize
API:cudaDriverGetVersion,MAPS_TO,API:hipDriverGetVersion
API:cudaEventCreate,MAPS_TO,API:hipEventCreate
API:cudaEventCreateWithFlags,MAPS_TO,API:hipEventCreateWithFlags
API:cudaEventDestroy,MAPS_TO,API:hipEventDestroy
API:cudaEventElapsedTime,MAPS_TO,API:hipEventElapsedTime
API:cudaEventQuery,MAPS_TO,API:hipEventQuery
API:cudaEventRecord,MAPS_TO,API:hipEventRecord
API:cudaEventSynchronize,MAPS_TO,API:hipEventSynchronize
API:cudaFree,MAPS_TO,API:hipFree
API:cudaFreeArray,MAPS_TO,API:hipFreeArray
API:cudaFreeHost,MAPS_TO,API:hipHostFree
API:cudaFuncGetAttributes,MAPS_TO,API:hipFuncGetAttributes
API:cudaFuncSetCacheConfig,MAPS_TO,API:hipFuncSetCacheConfig
API:cudaGetDevice,MAPS_TO,API:hipGetDevice
API:cudaGetDeviceCount,MAPS_TO,API:hipGetDeviceCount
API:cudaGetDeviceProperties,MAPS_TO,API:hipGetDeviceProperties
API:cudaGetSymbolAddress,MAPS_TO,API:hipGetSymbolAddress
API:cudaGetSymbolSize,MAPS_TO,API:hipGetSymbolSize
API:cudaHostAlloc,MAPS_TO,API:hipHostMalloc
API:cudaHostGetDevicePointer,MAPS_TO,API:hipHostGetDevicePointer
API:cudaHostGetFlags,MAPS_TO,API:hipHostGetFlags
API:cudaHostRegister,MAPS_TO,API:hipHostRegister
API:cudaHostUnregister,MAPS_TO,API:hipHostUnregister
API:cudaIpcCloseMemHandle,MAPS_TO,API:hipIpcCloseMemHandle
API:cudaIpcGetMemHandle,MAPS_TO,API:hipIpcGetMemHandle
API:cudaIpcOpenMemHandle,MAPS_TO,API:hipIpcOpenMemHandle
API:cudaLaunch,MAPS_TO,API:hipLaunchByPtr
API:cudaLaunchKernel,MAPS_TO,API:hipLaunchKernel
API:cudaMalloc,MAPS_TO,API:hipMalloc
API:cudaMalloc3D,MAPS_TO,API:hipMalloc3D
API:cudaMalloc3DArray,MAPS_TO,API:hipMalloc3DArray
API:cudaMallocArray,MAPS_TO,API:hipMallocArray
API:cudaMallocHost,MAPS_TO,API:hipHostMalloc
API:cudaMallocManaged,MAPS_TO,API:hipMallocManaged
API:cudaMemGetInfo,MAPS_TO,API:hipMemGetInfo
API:cudaMemcpy,MAPS_TO,API:hipMemcpy
API:cudaMemcpy2D,MAPS_TO,API:hipMemcpy2D
API:cudaMemcpy2DAsync,MAPS_TO,API:hipMemcpy2DAsync
API:cudaMemcpy2DToArray,MAPS_TO,API:hipMemcpy2DToArray
API:cudaMemcpy3D,MAPS_TO,API:hipMemcpy3D
API:cudaMemcpyAsync,MAPS_TO,API:hipMemcpyAsync
API:cudaMemcpyFromArray,MAPS_TO,API:hipMemcpyFromArray
API:cudaMemcpyFromSymbol,MAPS_TO,API:hipMemcpyFromSymbol
API:cudaMemcpyFromSymbolAsync,MAPS_TO,API:hipMemcpyFromSymbolAsync
API:cudaMemcpyPeer,MAPS_TO,API:hipMemcpyPeer
API:cudaMemcpyPeerAsync,MAPS_TO,API:hipMemcpyPeerAsync
API:cudaMemcpyToArray,MAPS_TO,API:hipMemcpyToArray
API:cudaMemcpyToSymbol,MAPS_TO,API:hipMemcpyToSymbol
API:cudaMemcpyToSymbolAsync,MAPS_TO,API:hipMemcpyToSymbolAsync
API:cudaMemset,MAPS_TO,API:hipMemset
API:cudaMemset2D,MAPS_TO,API:hipMemset2D
API:cudaMemset2DAsync,MAPS_TO,API:hipMemset2DAsync
API:cudaMemset3D,MAPS_TO,API:hipMemset3D
API:cudaMemset3DAsync,MAPS_TO,API:hipMemset3DAsync
API:cudaMemsetAsync,MAPS_TO,API:hipMemsetAsync
API:cudaPointerGetAttributes,MAPS_TO,API:hipPointerGetAttributes
API:cudaProfilerStart,MAPS_TO,API:hipProfilerStart
API:cudaProfilerStop,MAPS_TO,API:hipProfilerStop
API:cudaRuntimeGetVersion,MAPS_TO,API:hipRuntimeGetVersion
API:cudaSetDevice,MAPS_TO,API:hipSetDevice
API:cudaSetDeviceFlags,MAPS_TO,API:hipSetDeviceFlags
API:cudaSetupArgument,MAPS_TO,API:hipSetupArgument
API:cudaStreamAddCallback,MAPS_TO,API:hipStreamAddCallback
API:cudaStreamCreate,MAPS_TO,API:hipStreamCreate
API:cudaStreamCreateWithFlags,MAPS_TO,API:hipStreamCreateWithFlags
API:cudaStreamCreateWithPriority,MAPS_TO,API:hipStreamCreateWithPriority
API:cudaStreamDestroy,MAPS_TO,API:hipStreamDestroy
API:cudaStreamGetFlags,MAPS_TO,API:hipStreamGetFlags
API:cudaStreamGetPriority,MAPS_TO,API:hipStreamGetPriority
API:cudaStreamQuery,MAPS_TO,API:hipStreamQuery
API:cudaStreamSynchronize,MAPS_TO,API:hipStreamSynchronize
API:cudaStreamWaitEvent,MAPS_TO,API:hipStreamWaitEvent
API:make_cudaExtent,MAPS_TO,API:make_hipExtent
API:make_cudaPos,MAPS_TO,API:make_hipPos
runtime:dtk24041,COMPATIBLE_WITH,API:cudaArrayGetInfo
runtime:dtk24041,COMPATIBLE_WITH,API:cudaChooseDevice
runtime:dtk24041,COMPATIBLE_WITH,API:cudaConfigureCall
runtime:dtk24041,COMPATIBLE_WITH,API:cudaDestroyExternalMemory
